Name,Critic_Score,cluster
Fable II,9.0,99.0
Bastion,9.0,99.0
Mass Effect 2: Overlord,8.8,99.0
Mass Effect 2: Lair of the Shadow Broker,8.7,99.0
Mass Effect 2: Lair of the Shadow Broker,8.7,99.0
Bastion,8.5,99.0
Guardian Heroes,8.5,99.0
Mass Effect 2: Overlord,8.5,99.0
Torchlight,8.4,99.0
Torchlight,8.4,99.0
Cthulhu Saves the World,8.0,99.0
Cthulhu Saves the World,8.0,99.0
Half-Minute Hero: Super Mega Neo Climax,7.8,99.0
Gyromancer,7.7,99.0
Crimson Alliance,7.6,99.0
Fable III: Traitor's Keep Quest Pack,7.4,99.0
Mass Effect 2: Kasumi's Stolen Memory,7.2,99.0
Costume Quest: Grubbins on Ice,6.9,99.0
Costume Quest: Grubbins on Ice,6.9,99.0
Vandal Hearts: Flames of Judgment,6.9,99.0
Vandal Hearts: Flames of Judgment,6.8,99.0
Mass Effect 2: Kasumi's Stolen Memory,6.7,99.0
Too Human,6.5,99.0
Islands of Wakfu,6.1,99.0
Fable II: See the Future,6.0,99.0
Mass Effect: Bring Down The Sky,5.0,99.0
Fable III: Understone Quest Pack,4.5,99.0
Mass Effect: Pinnacle Station,4.5,99.0
Guardian Heroes,0.0,99.0
A Pimp RPG,0.0,99.0
Absolute: Blazing Infinity,0.0,99.0
Absolute: Blazing Infinity,0.0,99.0
Aphelion,0.0,99.0
Aphelion 2,0.0,99.0
Aphelion Episode One: Graves of Earth,0.0,99.0
Aphelion Episode Two: Wings of Omega,0.0,99.0
Avalis Dungeon,0.0,99.0
Avalis Dungeon 2,0.0,99.0
Avatar Adventurers Online,0.0,99.0
Avatar Fantasy RPG,0.0,99.0
Avatar Legends,0.0,99.0
Blackstone - Part One,0.0,99.0
BloodyCheckers,0.0,99.0
Bonded Realities,0.0,99.0
Breath of Death VII: The Beginning,0.0,99.0
Breath of Death VII: The Beginning,0.0,99.0
Chaos Gateway,0.0,99.0
Crescendo Symphony: Kagami no Kishi,0.0,99.0
Crisis Nuclear Holocaust,0.0,99.0
Dark Delve,0.0,99.0
Don't be nervous talking to Girls,0.0,99.0
Dreams of Witchtown,0.0,99.0
Dungeon Adventure,0.0,99.0
Dungeon Tales,0.0,99.0
Epic Dungeon,0.0,99.0
Epiphany in Spaaace!,0.0,99.0
Fable II,0.0,99.0
Fable II: Knothole Island,0.0,99.0
Final Fantasy XI: Scars of Abyssea,0.0,99.0
Final Saga: The Gaia Cross Chronicles,0.0,99.0
Guarding,0.0,99.0
Gyromancer,0.0,99.0
Landmark,0.0,99.0
Landmark,0.0,99.0
Legend of the Rune Lords: The Quest for Runic Magia,0.0,99.0
Light's End,0.0,99.0
Lost Odyssey: Dungeon Pack: Seeker of the Deep!,0.0,99.0
Mamotte Knight,0.0,99.0
MapleStory Cygnus Knights Edition,0.0,99.0
MapleStory Thief Edition,0.0,99.0
Mass Effect 2: Firewalker,0.0,99.0
Mass Effect 2: Firewalker,0.0,99.0
Mass Effect 2: Normandy Crash Site,0.0,99.0
Mass Effect 2: Normandy Crash Site,0.0,99.0
Mass Effect 2: The Price of Revenge,0.0,99.0
Mass Effect 2: The Price of Revenge,0.0,99.0
Mass Effect: Pinnacle Station,0.0,99.0
Masters of Belial,0.0,99.0
Masters of Belial,0.0,99.0
Mega Monster Mania,0.0,99.0
Molly the Were-Zompire,0.0,99.0
Murder On Snake Road,0.0,99.0
NieR: The World of Recycled Vessel,0.0,99.0
NieR: The World of Recycled Vessel,0.0,99.0
Of Steel and Sorcery,0.0,99.0
Pioneer,0.0,99.0
Shooting Models,0.0,99.0
Spell Master,0.0,99.0
Star Cross,0.0,99.0
Sword of Rapier,0.0,99.0
Swords & Monsters,0.0,99.0
Swords and Monsters,0.0,99.0
Too Human,0.0,99.0
Trinity Wars Prologue: Spine of the World,0.0,99.0
Walketh,0.0,99.0
West,0.0,99.0
When Maidens Attack,0.0,99.0
Wizard Apprentice,0.0,99.0
Wizard's Keep,0.0,99.0
ZenHak,0.0,99.0
Super Mario 64,9.7,98.0
Super Mario 3D World,9.5,98.0
Mega Man 2,9.5,98.0
Ninja Gaiden,9.4,98.0
Donkey Kong 64,9.3,98.0
Donkey Kong Country 2: Diddy's Kong Quest,9.3,98.0
Banjo-Kazooie,9.3,98.0
Banjo-Tooie,9.3,98.0
Castlevania: Symphony of the Night,9.3,98.0
Castlevania: Symphony of the Night,9.3,98.0
Super Mario Sunshine,9.2,98.0
Conker's Bad Fur Day,9.2,98.0
Donkey Kong Country,9.1,98.0
NiGHTS into dreams...,9.1,98.0
Rayman 2: The Great Escape,9.1,98.0
Rayman 2: The Great Escape,9.1,98.0
Super Mario Land 2: 6 Golden Coins,9.0,98.0
Donkey Kong Country,9.0,98.0
Rayman 2: The Great Escape,9.0,98.0
Castlevania III: Dracula's Curse,9.0,98.0
Castlevania: Rondo of Blood,9.0,98.0
Rayman,9.0,98.0
Sonic & Knuckles,9.0,98.0
Super Mario 64,9.0,98.0
Super Mario Land 2: 6 Golden Coins,9.0,98.0
Sonic Adventure,8.9,98.0
Sonic Adventure 2,8.9,98.0
Castlevania: Symphony of the Night,8.9,98.0
Super Mario Maker,8.8,98.0
Donkey Kong Country 3: Dixie Kong's Double Trouble!,8.8,98.0
Donkey Kong Country 2: Diddy's Kong Quest,8.8,98.0
Earthworm Jim 2,8.8,98.0
Rayman 2: The Great Escape,8.7,98.0
Rayman 2: Revolution,8.7,98.0
New Super Mario Bros. Wii,8.6,98.0
LostWinds: Winter of the Melodias,8.6,98.0
Prince of Persia,8.6,98.0
Prince of Persia Classic,8.6,98.0
Super Mario World,8.5,98.0
Super Paper Mario,8.5,98.0
Donkey Kong Country 3: Dixie Kong's Double Trouble!,8.5,98.0
Mega Man 5,8.5,98.0
Super Mario Bros. 2,8.5,98.0
Super Mario World,8.5,98.0
New Super Mario Bros. U,8.4,98.0
Kirby's Adventure,8.4,98.0
Shantae,8.4,98.0
Spider-Man,8.4,98.0
Prince of Persia,8.3,98.0
Rocket: Robot on Wheels,8.3,98.0
Sonic Generations,8.3,98.0
Akumajou Dracula X: Gekka no Yasoukyoku,8.3,98.0
Sonic Colors,8.2,98.0
Prince of Persia,8.2,98.0
Kirby and the Rainbow Curse,8.2,98.0
Rayman 3: Hoodlum Havoc,8.2,98.0
Castlevania: The Adventure ReBirth,8.2,98.0
LostWinds,8.2,98.0
Donkey Kong Country,8.1,98.0
Shantae: Risky's Revenge,8.1,98.0
Tomb Raider starring Lara Croft,8.1,98.0
Banjo-Kazooie: Nuts & Bolts,8.0,98.0
Kirby's Dream Collection: Special Edition,8.0,98.0
Spider-Man 3,8.0,98.0
Christmas NiGHTS into dreams...,8.0,98.0
Mega Man 4,8.0,98.0
Super Adventure Island II,8.0,98.0
Super Castlevania IV,8.0,98.0
Super Mario Land 3: Wario Land,7.9,98.0
Kirby 64: The Crystal Shards,7.9,98.0
Donkey Kong Jungle Beat,7.9,98.0
Disney's Chicken Little,7.9,98.0
A Boy and His Blob,7.9,98.0
Trine 2: Director's Cut,7.8,98.0
Sonic Colors,7.7,98.0
Sonic Generations,7.7,98.0
Prince of Persia Classic,7.7,98.0
Sonic the Hedgehog,7.7,98.0
Sonic the Hedgehog 4: Episode 1,7.7,98.0
Croc: Legend of the Gobbos,7.6,98.0
Kirby's Return to Dreamland,7.6,98.0
Castlevania,7.6,98.0
Open Season,7.6,98.0
Sonic the Hedgehog 4: Episode 1,7.6,98.0
Donkey Kong Country,7.5,98.0
The Simpsons Game,7.5,98.0
Wario World,7.5,98.0
Crash: Mind Over Mutant,7.5,98.0
Pac-Man World 2,7.5,98.0
Castlevania,7.5,98.0
Dragon's Curse,7.5,98.0
Kirby 64: The Crystal Shards,7.5,98.0
Mega Man: Dr. Wily's Revenge,7.5,98.0
Sonic the Hedgehog 4: Episode 1,7.5,98.0
Super Ghouls 'n Ghosts,7.5,98.0
Super Mario Land,7.5,98.0
Yoshi's Woolly World,7.4,98.0
Ice Age 2: The Meltdown,7.4,98.0
Rayman 3: Hoodlum Havoc,7.4,98.0
Ty the Tasmanian Tiger 2: Bush Rescue,7.4,98.0
Ice Age 2: The Meltdown,7.4,98.0
Open Season,7.4,98.0
Rayman 3: Hoodlum Havoc,7.4,98.0
Joust,7.4,98.0
Rayman,7.4,98.0
Super Mario Maker,7.3,98.0
Sonic Generations,7.3,98.0
Ty the Tasmanian Tiger 2: Bush Rescue,7.3,98.0
Billy Hatcher and the Giant Egg,7.3,98.0
Death Jr.: Root of Evil,7.3,98.0
Rayman 3: Hoodlum Havoc,7.3,98.0
Super Mario All-Stars: Limited Edition,7.2,98.0
Sonic Heroes,7.2,98.0
Earthworm Jim,7.2,98.0
Ice Age: Dawn of the Dinosaurs,7.2,98.0
Castlevania Chronicles,7.2,98.0
Prinny: Can I Really Be the Hero?,7.2,98.0
Aero The Acro-Bat,7.2,98.0
The Legend of Spyro: A New Beginning,7.1,98.0
Ty the Tasmanian Tiger,7.1,98.0
Rayman,7.0,98.0
NiGHTS: Journey of Dreams,7.0,98.0
Bugs Bunny: Lost in Time,7.0,98.0
Disney's Chicken Little,7.0,98.0
Shinobi,7.0,98.0
Ty the Tasmanian Tiger,7.0,98.0
Disney's Chicken Little,7.0,98.0
Banjo-Kazooie,7.0,98.0
Avenging Spirit,7.0,98.0
Castlevania II: Simon's Quest,7.0,98.0
Lucidity,7.0,98.0
Lucidity,7.0,98.0
Spot Goes to Hollywood,7.0,98.0
Crash Bandicoot: The Wrath of Cortex,6.9,98.0
The Simpsons Game,6.9,98.0
Ty the Tasmanian Tiger 2: Bush Rescue,6.9,98.0
Death Jr. II: Root of Evil,6.9,98.0
Death Jr. II: Root of Evil,6.9,98.0
Disney's 102 Dalmatians: Puppies to the Rescue,6.9,98.0
Rayman Forever,6.9,98.0
Spider-Man 3,6.9,98.0
Sonic Adventure 2 Battle,6.8,98.0
Blinx: The Time Sweeper,6.8,98.0
Blinx 2: Masters of Time & Space,6.8,98.0
Ice Age 2: The Meltdown,6.8,98.0
Ice Age: Dawn of the Dinosaurs,6.8,98.0
Sonic and the Secret Rings,6.7,98.0
Portal Runner,6.7,98.0
Ice Age: Dawn of the Dinosaurs,6.7,98.0
Akuji the Heartless,6.7,98.0
Open Season,6.7,98.0
Kid Chameleon,6.7,98.0
Sonic Heroes,6.6,98.0
Spider-Man 3,6.6,98.0
Ice Age: Dawn of the Dinosaurs,6.6,98.0
Zapper: One Wicked Cricket!,6.6,98.0
Croc 2,6.5,98.0
Mischief Makers,6.5,98.0
The Legend of Spyro: A New Beginning,6.5,98.0
Ice Age 2: The Meltdown,6.5,98.0
Spyro: A Hero's Tail,6.4,98.0
Open Season,6.4,98.0
Open Season,6.4,98.0
Open Season,6.4,98.0
Open Season,6.4,98.0
Ice Climber,6.4,98.0
The Legend of Spyro: A New Beginning,6.4,98.0
Sonic Generations,6.3,98.0
Disney's Chicken Little,6.3,98.0
"Prinny 2: Dawn of Operation Panties, Dood!",6.3,98.0
The Legend of Spyro: A New Beginning,6.3,98.0
Ty the Tasmanian Tiger,6.2,98.0
Spider-Man 3,6.2,98.0
A Bug's Life,6.1,98.0
The Simpsons Game,6.0,98.0
Crash Bandicoot: The Wrath of Cortex,6.0,98.0
Spider-Man 3,6.0,98.0
The Incredible Hulk,6.0,98.0
Sonic Lost World,6.0,98.0
Death Jr.,5.9,98.0
Disney's Aladdin,5.9,98.0
Taz Wanted,5.8,98.0
Pandemonium!,5.8,98.0
Zapper: One Wicked Cricket!,5.7,98.0
Open Season,5.7,98.0
Taz Wanted,5.7,98.0
Taz Wanted,5.7,98.0
The Incredible Hulk,5.6,98.0
40 Winks,5.5,98.0
Taz Wanted,5.5,98.0
Ice Age 2: The Meltdown,5.5,98.0
Sonic Adventure DX: Director's Cut,5.4,98.0
Sonic Forces,5.4,98.0
SonicN,5.4,98.0
Spider-Man 3,5.3,98.0
Sonic Lost World,5.2,98.0
Zapper: One Wicked Cricket!,5.2,98.0
The Ant Bully,5.2,98.0
Starshot: Space Circus Fever,5.2,98.0
Buzz Lightyear of Star Command,5.2,98.0
Ice Age: Dawn of the Dinosaurs,5.0,98.0
The Fairly Odd Parents: Shadow Showdown,5.0,98.0
Ice Age 2: The Meltdown,5.0,98.0
Shadow The Hedgehog,5.0,98.0
Disney's The Jungle Book,5.0,98.0
Open Season,5.0,98.0
Shadow The Hedgehog,4.9,98.0
Blues Brothers 2000,4.9,98.0
Sonic the Hedgehog (2006),4.8,98.0
Shadow The Hedgehog,4.8,98.0
Sonic and the Black Knight,4.8,98.0
Spider-Man 3,4.8,98.0
Crash: Mind Over Mutant,4.8,98.0
Earthworm Jim 2,4.7,98.0
Robox,4.5,98.0
Spider-Man 3,4.4,98.0
Spot Goes to Hollywood,4.4,98.0
Sonic Adventure,4.3,98.0
Sonic Adventure,4.2,98.0
Disney's PK: Out of the Shadows,4.0,98.0
"Monsters, Inc. Scream Arena",3.8,98.0
A Bug's Life,3.6,98.0
Shrek Extra Large,3.0,98.0
Super Mario Land,0.0,98.0
Sonic the Hedgehog,0.0,98.0
Super Mario Bros. 2,0.0,98.0
Sonic the Hedgehog 2,0.0,98.0
Kirby's Dream Land,0.0,98.0
Disney's Aladdin,0.0,98.0
Donkey Kong Land,0.0,98.0
Spider-Man,0.0,98.0
Donkey Kong,0.0,98.0
Yoshi's Story,0.0,98.0
Kirby's Dream Land 2,0.0,98.0
Donkey Kong Land 2,0.0,98.0
Mario Bros.,0.0,98.0
Wario Land 3,0.0,98.0
LittleBigPlanet 3,0.0,98.0
Sonic & Knuckles,0.0,98.0
The Lion King,0.0,98.0
Kid Icarus,0.0,98.0
Sonic the Hedgehog 3,0.0,98.0
Disney's Aladdin,0.0,98.0
Kirby's Adventure,0.0,98.0
Toy Story 2: Buzz Lightyear to the Rescue!,0.0,98.0
Disney's DuckTales,0.0,98.0
Ghosts 'n Goblins,0.0,98.0
Mario Bros.,0.0,98.0
Pac-Man World 2,0.0,98.0
Mega Man 2,0.0,98.0
The Simpsons Game,0.0,98.0
The Simpsons Game,0.0,98.0
Ice Climber,0.0,98.0
Sonic CD,0.0,98.0
Wario Land II,0.0,98.0
Donkey Kong,0.0,98.0
Kirby Super Star,0.0,98.0
Disney's DuckTales,0.0,98.0
The Lion King,0.0,98.0
Crash Bandicoot: The Wrath of Cortex,0.0,98.0
Castlevania,0.0,98.0
Disney's Chip 'n Dale: Rescue Rangers,0.0,98.0
Ganbare Goemon! Karakuri Douchuu,0.0,98.0
Mega Man X,0.0,98.0
Sonic the Hedgehog (2006),0.0,98.0
Tak and the Power of Juju,0.0,98.0
Donkey Kong,0.0,98.0
Donkey Kong Jr.,0.0,98.0
Popeye,0.0,98.0
Super Ghouls 'n Ghosts,0.0,98.0
Joust,0.0,98.0
Mega Man 3,0.0,98.0
Adventure Island,0.0,98.0
Mega Man X4,0.0,98.0
Donkey Kong Land III,0.0,98.0
The Simpsons Game,0.0,98.0
Shinobi,0.0,98.0
Spider-Man,0.0,98.0
Castlevania II: Simon's Quest,0.0,98.0
Mega Man 4,0.0,98.0
Toy Story 2: Buzz Lightyear to the Rescue!,0.0,98.0
Balloon Fight,0.0,98.0
Glover,0.0,98.0
Sonic Heroes,0.0,98.0
Mega Man 8 Anniversary Collector's Edition,0.0,98.0
Gex,0.0,98.0
Castlevania III: Dracula's Curse,0.0,98.0
Mega Man,0.0,98.0
Mega Man 5,0.0,98.0
Mega Man X5,0.0,98.0
Super Mario USA,0.0,98.0
Mappy,0.0,98.0
Mortal Kombat Mythologies: Sub-Zero,0.0,98.0
The Fairly Odd Parents: Breakin Da Rules,0.0,98.0
Spyro: A Hero's Tail,0.0,98.0
Crash: Twinsanity,0.0,98.0
LittleBigPlanet 3,0.0,98.0
Super Castlevania IV,0.0,98.0
Buzz Lightyear of Star Command,0.0,98.0
Tak 2: The Staff of Dreams,0.0,98.0
Disney's 102 Dalmatians: Puppies to the Rescue,0.0,98.0
Small Soldiers,0.0,98.0
Gex: Enter The Gecko,0.0,98.0
"Monsters, Inc. Scream Team",0.0,98.0
Dora The Explorer: Dora Saves the Snow Princess,0.0,98.0
Sonic Forces,0.0,98.0
Tak and the Power of Juju,0.0,98.0
Popeye,0.0,98.0
Gex 3: Deep Cover Gecko,0.0,98.0
Spider-Man,0.0,98.0
Mega Man 6,0.0,98.0
Wrecking Crew,0.0,98.0
Crash: Mind Over Mutant,0.0,98.0
SpongeBob SquarePants: Creature from the Krusty Krab,0.0,98.0
SpongeBob SquarePants: Creature from the Krusty Krab,0.0,98.0
Pac-Man World 2,0.0,98.0
Bomberman Hero,0.0,98.0
Crash: Mind Over Mutant,0.0,98.0
Crayon Shin-Chan: Arashi o Yobu Enji,0.0,98.0
Tak 2: The Staff of Dreams,0.0,98.0
The Legend of Spyro: The Eternal Night,0.0,98.0
Crash: Mind Over Mutant,0.0,98.0
Mega Man X6,0.0,98.0
Sonic Adventure 2,0.0,98.0
The Smurfs,0.0,98.0
Disney's Tarzan Untamed,0.0,98.0
Tak and the Power of Juju,0.0,98.0
Mortal Kombat Mythologies: Sub-Zero,0.0,98.0
Wario Land II (GBC),0.0,98.0
Dora The Explorer: Dora Saves the Snow Princess,0.0,98.0
The Incredible Hulk,0.0,98.0
The Legend of Spyro: The Eternal Night,0.0,98.0
Kirby's Dream Land 3,0.0,98.0
Disney's The Haunted Mansion,0.0,98.0
Shrek,0.0,98.0
Mega Man X3,0.0,98.0
Rugrats: Royal Ransom,0.0,98.0
The Fairly Odd Parents: Shadow Showdown,0.0,98.0
Tak 2: The Staff of Dreams,0.0,98.0
Pitfall 3D: Beyond the Jungle,0.0,98.0
Spongebob Squarepants: Creature from the Krusty Krab,0.0,98.0
Frogger's Adventures: The Rescue,0.0,98.0
Goemon's Great Adventure,0.0,98.0
The Incredible Hulk,0.0,98.0
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,0.0,98.0
Sonic Adventure DX: Director's Cut,0.0,98.0
Mega Man X8,0.0,98.0
Sonic Forces,0.0,98.0
Mega Man: Dr. Wily's Revenge,0.0,98.0
Pitfall: The Mayan Adventure,0.0,98.0
Donkey Kong GB: Dinky Kong & Dixie Kong,0.0,98.0
The Incredible Hulk,0.0,98.0
Scooby-Doo! Unmasked,0.0,98.0
Teenage Mutant Ninja Turtles: Danger of the Ooze,0.0,98.0
Sonic CD,0.0,98.0
Lucky Luke,0.0,98.0
The Incredible Hulk,0.0,98.0
Super Adventure Island,0.0,98.0
Pandemonium!,0.0,98.0
Pac-Man World 3,0.0,98.0
The Fairly OddParents: Breakin' Da Rules,0.0,98.0
The Legend of Spyro: The Eternal Night,0.0,98.0
Gex 3: Deep Cover Gecko,0.0,98.0
The Fairly Odd Parents: Shadow Showdown,0.0,98.0
Teenage Mutant Ninja Turtles: Danger of the Ooze,0.0,98.0
Klonoa: Door to Phantomile,0.0,98.0
Disney's Tarzan Untamed,0.0,98.0
Scooby-Doo! Unmasked,0.0,98.0
Rugrats: Royal Ransom,0.0,98.0
Ice Age: Dawn of the Dinosaurs,0.0,98.0
Tak: The Great Juju Challenge,0.0,98.0
Glover,0.0,98.0
Mega Man Network Transmission,0.0,98.0
Pac-Man World 3,0.0,98.0
Tak: The Great Juju Challenge,0.0,98.0
Scooby-Doo! Unmasked,0.0,98.0
Frogger's Adventures: The Rescue,0.0,98.0
Disney's The Lion King: Simba's Mighty Adventure,0.0,98.0
Super Monkey Ball Adventure,0.0,98.0
Doraemon 3: Nobi Dai no Machi SOS!,0.0,98.0
Pac-Man World 3,0.0,98.0
Crash: Twinsanity,0.0,98.0
Zapper: One Wicked Cricket!,0.0,98.0
Spyro: A Hero's Tail,0.0,98.0
Tak 2: The Staff of Dreams,0.0,98.0
Teenage Mutant Ninja Turtles: Danger of the Ooze,0.0,98.0
Superman: The Man of Steel,0.0,98.0
Frogger Beyond,0.0,98.0
Castlevania: Legacy of Darkness,0.0,98.0
Whiplash,0.0,98.0
Spider-Man: Battle for New York,0.0,98.0
Ty the Tasmanian Tiger 2: Bush Rescue,0.0,98.0
Sonic Jam,0.0,98.0
Disney's PK: Out of the Shadows,0.0,98.0
The Ant Bully,0.0,98.0
Voodoo Vince,0.0,98.0
Looney Tunes: Sheep Raider,0.0,98.0
Earthworm Jim 3D,0.0,98.0
The Fairly Odd Parents: Breakin Da Rules,0.0,98.0
Pac-Man World 2,0.0,98.0
Chameleon Twist,0.0,98.0
Tonic Trouble,0.0,98.0
Frogger: Ancient Shadow,0.0,98.0
The Ant Bully,0.0,98.0
Disney's The Haunted Mansion,0.0,98.0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,0.0,98.0
Pac-Man World 3,0.0,98.0
The Revenge of Shinobi,0.0,98.0
Tak: The Great Juju Challenge,0.0,98.0
Disney's The Haunted Mansion,0.0,98.0
Scooby-Doo! Unmasked,0.0,98.0
Clockwork Knight,0.0,98.0
The Ant Bully,0.0,98.0
Iron Man / X-O Manowar in Heavy Metal,0.0,98.0
Super Monkey Ball Adventure,0.0,98.0
Skeleton Warriors,0.0,98.0
Frogger Beyond,0.0,98.0
Scooby-Doo! Unmasked,0.0,98.0
Pac-Man World 3,0.0,98.0
Super Ghouls 'n Ghosts,0.0,98.0
Tak: The Great Juju Challenge,0.0,98.0
Mega Man X4,0.0,98.0
Tokobot,0.0,98.0
Burning Rangers,0.0,98.0
Mega Man 8 Anniversary Collector's Edition,0.0,98.0
Whiplash,0.0,98.0
Shaman King: Soul Fight,0.0,98.0
Judge Dredd,0.0,98.0
Dynamite Headdy,0.0,98.0
Chameleon Twist 2,0.0,98.0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,0.0,98.0
Johnny Bazookatone,0.0,98.0
Ultimate Ghosts 'n Goblins (JP sales),0.0,98.0
Frogger: Ancient Shadow,0.0,98.0
Sonic the Hedgehog 2,0.0,98.0
The Smurfs,0.0,98.0
Myth Makers: Trixie in Toyland,0.0,98.0
Looney Tunes Duck Dodgers Starring: Daffy Duck,0.0,98.0
Castlevania Bloodlines,0.0,98.0
Tork: Prehistoric Punk,0.0,98.0
Frogger: Ancient Shadow,0.0,98.0
Super Monkey Ball Adventure,0.0,98.0
Rock 'N' Roll Adventures,0.0,98.0
Dragon's Lair,0.0,98.0
Prehistorik Man,0.0,98.0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,0.0,98.0
Rayman 10th Anniversary,0.0,98.0
NiGHTS into dreams...,0.0,98.0
Donkey Kong,0.0,98.0
Sonic Heroes,0.0,98.0
The Incredible Hulk,0.0,98.0
M.C. Kids,0.0,98.0
Rayman Gold,0.0,98.0
Heracles: Battle With The Gods,0.0,98.0
Pac-Man World 3,0.0,98.0
Croc 2,0.0,98.0
Soccer Kid,0.0,98.0
Billy Hatcher and the Giant Egg,0.0,98.0
2 Games in 1: The SpongeBob SquarePants Movie / Battle for Bikini Bottom,0.0,98.0
2 Games in 1: The SpongeBob SquarePants Movie / Tak 2: The Staff of Dreams,0.0,98.0
3 Ninjas Kick Back,0.0,98.0
3 Ninjas Kick Back,0.0,98.0
3 Ninjas Kick Back / Hook,0.0,98.0
3 Ninjas Kick Back / Hook,0.0,98.0
40 Winks,0.0,98.0
8 Eyes,0.0,98.0
A Boy and His Blob,0.0,98.0
A Boy and His Blob,0.0,98.0
A Boy and His Blob,0.0,98.0
A Boy and His Blob,0.0,98.0
A Boy and His Blob,0.0,98.0
A Boy and His Blob: Trouble on Blobolonia,0.0,98.0
A Boy and His Blob: Trouble on Blobolonia,0.0,98.0
A Bug's Life,0.0,98.0
A Bug's Life,0.0,98.0
A Bug's Life,0.0,98.0
AAAHH!!! Real Monsters,0.0,98.0
AAAHH!!! Real Monsters,0.0,98.0
Adventure Island,0.0,98.0
Adventure Island,0.0,98.0
Adventure Island 3,0.0,98.0
Adventure Island II,0.0,98.0
Adventure Island II,0.0,98.0
Adventure Island II,0.0,98.0
Adventure Island II: Aliens in Paradise,0.0,98.0
Adventure Island II: Aliens in Paradise,0.0,98.0
Adventure Island: The Beginning,0.0,98.0
Aero The Acro-Bat,0.0,98.0
Aero The Acro-Bat,0.0,98.0
Aero The Acro-Bat,0.0,98.0
Aero The Acro-Bat 2,0.0,98.0
Aero The Acro-Bat 2,0.0,98.0
Aero The Acro-Bat 2,0.0,98.0
Akumajou Dracula X: Chi no Rondo,0.0,98.0
Akumajou Special: Boku Dracula-kun,0.0,98.0
Alex Kidd in Miracle World,0.0,98.0
Alex Kidd in Miracle World,0.0,98.0
Alex Kidd in Miracle World,0.0,98.0
Alex Kidd in Shinobi World,0.0,98.0
Alex Kidd in Shinobi World,0.0,98.0
Alex Kidd in the Enchanted Castle,0.0,98.0
Alex Kidd in the Enchanted Castle,0.0,98.0
Alex Kidd in the Enchanted Castle,0.0,98.0
Alex Kidd: High-Tech World,0.0,98.0
Alex Kidd: The Lost Stars,0.0,98.0
Alex Kidd: The Lost Stars,0.0,98.0
Alfred Chicken,0.0,98.0
Alfred Chicken,0.0,98.0
Alfred Chicken,0.0,98.0
Alien 3,0.0,98.0
Alien 3,0.0,98.0
Alien 3,0.0,98.0
Alien 3,0.0,98.0
Alien 3,0.0,98.0
Alien 3,0.0,98.0
Alien 3,0.0,98.0
Alien 3,0.0,98.0
Alisia Dragoon,0.0,98.0
Anima: Ark of Sinners,0.0,98.0
Animaniacs,0.0,98.0
Animaniacs,0.0,98.0
Animaniacs,0.0,98.0
Argos no Juujiken,0.0,98.0
Astal,0.0,98.0
Asterix,0.0,98.0
Asterix,0.0,98.0
Asterix,0.0,98.0
Asterix,0.0,98.0
Asterix,0.0,98.0
Asterix & Obelix,0.0,98.0
Asterix & Obelix,0.0,98.0
Asterix and the Great Rescue,0.0,98.0
Asterix and the Great Rescue,0.0,98.0
Asterix and the Great Rescue,0.0,98.0
Asterix and the Power of the Gods,0.0,98.0
Asterix and the Secret Mission,0.0,98.0
Asterix and the Secret Mission,0.0,98.0
Asterix: Search for Dogmatix,0.0,98.0
Atlantis no Nazo,0.0,98.0
Atlantis no Nazo,0.0,98.0
Auf Wiedersehen Monty,0.0,98.0
Avenging Spirit,0.0,98.0
Awesome Possum Kicks Dr. Machino's Butt!,0.0,98.0
Baby Jo: The Super Hero,0.0,98.0
Baby T-Rex,0.0,98.0
Back to the Future Part II & III,0.0,98.0
Balloon Fight,0.0,98.0
Balloon Kid,0.0,98.0
Balloon Kid,0.0,98.0
Banjo-Kazooie: Nuts & Bolts,0.0,98.0
Banjo-Tooie,0.0,98.0
Barbie,0.0,98.0
Barbie Super Model,0.0,98.0
Barbie Super Model,0.0,98.0
Barbie Super Model,0.0,98.0
Barney's Hide and Seek,0.0,98.0
Batman,0.0,98.0
Batman,0.0,98.0
Batman,0.0,98.0
Batman,0.0,98.0
Batman: Return of the Joker,0.0,98.0
Batman: Return of the Joker,0.0,98.0
Battle Kid: Fortress of Peril,0.0,98.0
Beetlejuice,0.0,98.0
Beetlejuice,0.0,98.0
Bible Adventures,0.0,98.0
Bible Adventures,0.0,98.0
Big Nose Freaks Out,0.0,98.0
Big Nose the Caveman,0.0,98.0
Bill & Ted's Excellent Game Boy Adventure,0.0,98.0
Bio-Miracle Bokutte Upa,0.0,98.0
Bio-Miracle Bokutte Upa,0.0,98.0
Black Tiger (Arcade),0.0,98.0
Blades of Vengeance,0.0,98.0
Blaster Master,0.0,98.0
Blaster Master,0.0,98.0
Blaster Master,0.0,98.0
Blaster Master 2,0.0,98.0
Blue's Journey,0.0,98.0
Blue's Journey,0.0,98.0
Bomberman Hero,0.0,98.0
Bonk 3: Bonk's Big Adventure CD,0.0,98.0
Bonk's Adventure,0.0,98.0
Bonk's Adventure,0.0,98.0
Bonk's Adventure,0.0,98.0
Bonk's Adventure,0.0,98.0
Bonk's Adventure,0.0,98.0
