Name,Critic_Score,cluster
Race To Mars,0.0,17.0
RaiderZ,0.0,17.0
RC Cars,0.0,17.0
Real Horror Stories,0.0,17.0
Rebound Roy,0.0,17.0
Redneck Racers,0.0,17.0
Reflex,0.0,17.0
Reflex Check - Balloon Destroyer,0.0,17.0
Reflex!,0.0,17.0
Reflexes test,0.0,17.0
ReflexOn,0.0,17.0
Reflexon - Reaction Game With Multiplayer!,0.0,17.0
Remember - Hardcore Memory Game,0.0,17.0
Rescue Dog,0.0,17.0
Return of the Obra Dinn,0.0,17.0
RHYTHM THIEF & the Paris Caper,0.0,17.0
Riddle Of The Tomb,0.0,17.0
Riot Police,0.0,17.0
Rise of Incarnates,0.0,17.0
Rising Generals,0.0,17.0
Robin Hood: Legend of Sherwood,0.0,17.0
Rocko's Quest,0.0,17.0
Rogue Shooter: The FPS Roguelike,0.0,17.0
Rover Rescue,0.0,17.0
Run and Fire,0.0,17.0
Runemaster,0.0,17.0
Sang-Froid - Tales of Werewolves,0.0,17.0
Sanity: Aiken's Artifact,0.0,17.0
Satazius,0.0,17.0
Scrolls,0.0,17.0
SeaWorld Adventure Park Tycoon,0.0,17.0
SeaWorld Adventure Park Tycoon 2,0.0,17.0
Secret Service 2: Security Breach,0.0,17.0
Seven Souls Online,0.0,17.0
Shadows on the Vatican,0.0,17.0
Shannon Tweed's Attack Of The Groupies,0.0,17.0
Shikihime Garden,0.0,17.0
Shin Sangoku Musou 6 with Moushouden,0.0,17.0
ShootMania Storm,0.0,17.0
Signs of Life,0.0,17.0
Skydiver Drop Zone,0.0,17.0
Smite,0.0,17.0
SpaceCom,0.0,17.0
SpaceVenture,0.0,17.0
Sparta II: Alexander the Great,0.0,17.0
Spate,0.0,17.0
Spice Road,0.0,17.0
Spider-Man 2 Activity Center,0.0,17.0
Star Citizen,0.0,17.0
StarForge,0.0,17.0
Starlight Inception,0.0,17.0
Starship Corporation,0.0,17.0
Stasis,0.0,17.0
Stick Ranger,0.0,17.0
Stone Quarry Simulator,0.0,17.0
Strike Vector,0.0,17.0
Super Puzzle Platformer Deluxe,0.0,17.0
Supreme Ruler 1936,0.0,17.0
Survarium,0.0,17.0
Sweet Lily Dreams,0.0,17.0
Sweezy Gunner,0.0,17.0
Swipecart,0.0,17.0
Tales of Phantasia (GBA),0.0,17.0
Tennis Blitz,0.0,17.0
The Archer,0.0,17.0
The Blackwell Epiphany,0.0,17.0
The Culling Of The Cows,0.0,17.0
The Desolate Hope,0.0,17.0
The Dungeoning,0.0,17.0
The Endless Forest,0.0,17.0
The Floor is Jelly,0.0,17.0
The Great Gatsby,0.0,17.0
The History Channel: Civil War - Great Battles,0.0,17.0
The History Channel: Crusades - Quest for Power,0.0,17.0
The History Channel: The Alamo - Fight for Independence,0.0,17.0
The Lost Cases of Sherlock Holmes,0.0,17.0
The Penguins of Madagascar: Dr. Blowhole Returns - Again,0.0,17.0
The Promised Land,0.0,17.0
The Red Solstice,0.0,17.0
The Samaritan Paradox,0.0,17.0
The Sims Online,0.0,17.0
The Stomping Land,0.0,17.0
The Train Giant,0.0,17.0
Theatre Of The Absurd,0.0,17.0
They Need To Be Fed,0.0,17.0
Tower of Ghost,0.0,17.0
Towtruck Simulator 2015,0.0,17.0
TrackMania Stadium,0.0,17.0
TrackMania Valley,0.0,17.0
Trials Legend,0.0,17.0
TUG,0.0,17.0
TV Manager 2,0.0,17.0
United Eleven,0.0,17.0
Utility Vehicle Simulator,0.0,17.0
Vektorial Pong,0.0,17.0
Vertical Drop Heroes,0.0,17.0
Victim of Xen,0.0,17.0
Victoria II with Victoria II: A House Divided,0.0,17.0
Villagers and Heroes,0.0,17.0
Vitrum,0.0,17.0
VoidExpanse,0.0,17.0
Volt,0.0,17.0
Voodoo Whisperer Curse of a Legend,0.0,17.0
War of the Roses,0.0,17.0
War Rock,0.0,17.0
Warehouse and Logistic Manager,0.0,17.0
Wargame: European Escalation,0.0,17.0
Wargame: Red Dragon,0.0,17.0
Warm Gun,0.0,17.0
WigCatcher,0.0,17.0
Windforge,0.0,17.0
Wings Over Europe,0.0,17.0
Woodcutter Simulator 2013,0.0,17.0
World of Guns: Gun Disassembly,0.0,17.0
Xhake Shake Graffiti - A Reflex Game,0.0,17.0
Year 0,0.0,17.0
Zombies Monsters Robots,0.0,17.0
Stardew Valley,9.2,16.0
Space Rangers,9.0,16.0
Stardew Valley,9.0,16.0
Stardew Valley,8.8,16.0
Stardew Valley,8.8,16.0
Jane's Combat Simulations: 688(I) Hunter/Killer,8.8,16.0
Euro Truck Simulator 2,8.5,16.0
Dawn of Discovery,8.4,16.0
Trainz,8.4,16.0
Wings of Prey,8.3,16.0
Tropico 2: Pirate Cove,8.3,16.0
The Movies,8.2,16.0
Patrician III: Rise of the Hanse,8.2,16.0
Dawn of Discovery,7.9,16.0
Dawn of Discovery,7.9,16.0
1701 A.D. Gold Edition,7.9,16.0
The Movies: Stunts & Effects,7.9,16.0
Airfix Dogfighter,7.8,16.0
1701 A.D.,7.7,16.0
Blazing Angels 2: Secret Missions of WWII,7.6,16.0
The Sims 3: Late Night Expansion Pack,7.5,16.0
The Sims 3: Pets,7.5,16.0
StarLancer,7.5,16.0
The Sims 3: Pets,7.3,16.0
The Sims: Medieval,7.2,16.0
Blazing Angels 2: Secret Missions of WWII,7.2,16.0
Microsoft Flight Simulator,7.0,16.0
Blazing Angels: Squadrons of WWII,7.0,16.0
Pure Farming 2018,7.0,16.0
Dawn of Discovery: Venice,7.0,16.0
The Sims 3: Pets,7.0,16.0
Light of Altair,7.0,16.0
RailWorks,7.0,16.0
Silent Hunter: Wolves of the Pacific U-Boat Missions Expansion,7.0,16.0
Sim City 4: Rush Hour,7.0,16.0
Star Wars: TIE Fighter,7.0,16.0
Trainz Railroad Simulator 2004,7.0,16.0
Blazing Angels: Squadrons of WWII,6.9,16.0
Blazing Angels: Squadrons of WWII,6.8,16.0
Apache: Air Assault,6.8,16.0
Apache: Air Assault,6.8,16.0
The Sims 3: Generations,6.5,16.0
Blazing Angels: Squadrons of WWII,6.4,16.0
Star Trek: Legacy,6.4,16.0
AquaNox,6.4,16.0
Star Wars: Battle for Naboo,6.2,16.0
Air Conflicts: Secret Wars,6.0,16.0
AquaNox 2: Revelation,5.6,16.0
The Sims Medieval: Pirates and Nobles,5.5,16.0
Star Trek: Legacy,5.3,16.0
IL-2 Sturmovik: Cliffs of Dover,5.0,16.0
Blazing Angels: Squadrons of WWII,4.7,16.0
Farm Frenzy,4.0,16.0
Imagine: Fashion Designer,3.0,16.0
Street Cleaning Simulator,1.5,16.0
Cities: Skylines,0.0,16.0
Prison Architect,0.0,16.0
1602 A.D.,0.0,16.0
Tabletop Simulator,0.0,16.0
Planet Coaster,0.0,16.0
The Long Dark,0.0,16.0
Slime Rancher,0.0,16.0
Hand Simulator,0.0,16.0
Farming Simulator 17,0.0,16.0
Farming Simulator 2015,0.0,16.0
Petz Dogz 2,0.0,16.0
Petz: Catz 2,0.0,16.0
1503 A.D.: The New World,0.0,16.0
Top Gun: Combat Zones,0.0,16.0
Farming Simulator 2013,0.0,16.0
Farming Simulator 17,0.0,16.0
Poly Bridge,0.0,16.0
BeamNG.drive,0.0,16.0
Universe Sandbox,0.0,16.0
Youtubers Life,0.0,16.0
FaceRig,0.0,16.0
Farming Simulator 19,0.0,16.0
I Am Bread,0.0,16.0
Petz Dogz 2,0.0,16.0
Kingdoms and Castles,0.0,16.0
Petz Dogz 2,0.0,16.0
Car Mechanic Simulator 2018,0.0,16.0
X3: Terran Conflict,0.0,16.0
Jurassic World Evolution,0.0,16.0
Euro Truck Simulator,0.0,16.0
Jurassic World Evolution,0.0,16.0
Microsoft Flight Simulator X,0.0,16.0
Farming Simulator 19,0.0,16.0
Cities in Motion 2,0.0,16.0
Petz: Catz 2,0.0,16.0
Farming Simulator 2015,0.0,16.0
My Summer Car,0.0,16.0
Farming Simulator 2015,0.0,16.0
Turbo Dismount,0.0,16.0
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,0.0,16.0
Farming Simulator 2015,0.0,16.0
Littlest Pet Shop,0.0,16.0
Farming Simulator 2013,0.0,16.0
Tropico 5,0.0,16.0
Rebel Galaxy,0.0,16.0
This is the Police,0.0,16.0
Petz: Catz 2,0.0,16.0
Hell's Kitchen: The Game,0.0,16.0
MechWarrior 2: 31st Century Combat,0.0,16.0
Planetbase,0.0,16.0
House Flipper,0.0,16.0
Transport Fever,0.0,16.0
Hell's Kitchen: The Game,0.0,16.0
Farming Simulator 17,0.0,16.0
HunieCam Studio,0.0,16.0
Spintires: MudRunner,0.0,16.0
Farming Simulator 19,0.0,16.0
SimplePlanes,0.0,16.0
Dream Daddy: A Dad Dating Simulator,0.0,16.0
Cities: Skylines,0.0,16.0
Spintires: MudRunner,0.0,16.0
Omerta - City of Gangsters,0.0,16.0
hack_me,0.0,16.0
Jurassic World Evolution,0.0,16.0
The Four Kings Casino and Slots,0.0,16.0
Pool Nation,0.0,16.0
Project Runway,0.0,16.0
Silent Hunter 5: Battle of the Atlantic,0.0,16.0
Bridge Constructor,0.0,16.0
Project Highrise: Architect's Edition,0.0,16.0
Farming Simulator 2015,0.0,16.0
Paws & Claws: Pet Resort,0.0,16.0
Shake Your Money Simulator 2016,0.0,16.0
Cities in Motion,0.0,16.0
TIS-100,0.0,16.0
Big Pharma,0.0,16.0
911 Operator,0.0,16.0
SweatShop,0.0,16.0
Passpartout: The Starving Artist,0.0,16.0
FEMINAZI: The Triggering,0.0,16.0
Job Simulator,0.0,16.0
Port Royale 3,0.0,16.0
Apache: Air Assault,0.0,16.0
Life is Feudal: Forest Village,0.0,16.0
Magazime Editor,0.0,16.0
Shoppe Keep,0.0,16.0
Jalopy,0.0,16.0
Elite: Dangerous,0.0,16.0
Air Conflicts: Secret Wars,0.0,16.0
Breach & Clear,0.0,16.0
RollerCoaster Tycoon World,0.0,16.0
Bomber Crew,0.0,16.0
Cities: Skylines,0.0,16.0
DogFighter,0.0,16.0
Mad Games Tycoon,0.0,16.0
Plantera,0.0,16.0
Farming Simulator 2011,0.0,16.0
Paws & Claws: Pet Resort,0.0,16.0
Train Valley,0.0,16.0
Lost In Woods 2,0.0,16.0
Holy Potatoes! A Weapon Shop?!,0.0,16.0
Bus Simulator 16,0.0,16.0
Top Gun: Combat Zones,0.0,16.0
Farming Simulator 2013,0.0,16.0
Spintires: MudRunner,0.0,16.0
Happy Room,0.0,16.0
Imagine: Fashion Designer,0.0,16.0
Secret of the Magic Crystals,0.0,16.0
Agile Warrior F-111X,0.0,16.0
Heroes over Europe,0.0,16.0
Tropico 5,0.0,16.0
Farming Simulator 17,0.0,16.0
Job Simulator,0.0,16.0
Trucks & Trailers,0.0,16.0
Farm Together,0.0,16.0
Ice Lakes,0.0,16.0
JASF: Jane's Advanced Strike Fighters,0.0,16.0
Game Corp DX,0.0,16.0
Bridge Project,0.0,16.0
Staxel,0.0,16.0
Flight Control HD,0.0,16.0
"Cook, Serve, Delicious! 2!!",0.0,16.0
TransOcean: The Shipping Company,0.0,16.0
Paws & Claws: Pet Resort,0.0,16.0
Depth Hunter 2: Deep Dive,0.0,16.0
SimAirport,0.0,16.0
Cities XXL,0.0,16.0
Slime Rancher,0.0,16.0
Monster Prom,0.0,16.0
Everything,0.0,16.0
Top Gun: Combat Zones,0.0,16.0
Bloop Reloaded,0.0,16.0
Zone of the Enders: The 2nd Runner MARS,0.0,16.0
Europa 1400: The Guild,0.0,16.0
Real Farm,0.0,16.0
Slime Rancher,0.0,16.0
Shockwave Assault,0.0,16.0
American Truck Simulator,0.0,16.0
JASF: Jane's Advanced Strike Fighters,0.0,16.0
Wing Commander IV: The Price of Freedom,0.0,16.0
X Rebirth,0.0,16.0
Elite: Dangerous,0.0,16.0
Wildlife Park 3,0.0,16.0
Port Royale 3,0.0,16.0
Krazy Ivan,0.0,16.0
Silent Hunter III,0.0,16.0
Damage Inc.: Pacific Squadron WWII,0.0,16.0
Pro Farm 1,0.0,16.0
Le Tour de France 2017,0.0,16.0
Port Royale 3,0.0,16.0
TigerShark,0.0,16.0
Microsoft Flight Simulator 2004: A Century of Flight,0.0,16.0
Wings of War,0.0,16.0
X-Plane 11,0.0,16.0
Tropico 5,0.0,16.0
Wing Commander: Prophecy,0.0,16.0
The Sims 4 Seasons,0.0,16.0
Airline Tycoon 2,0.0,16.0
The Long Dark,0.0,16.0
Ski Region Simulator 2012,0.0,16.0
The Long Dark,0.0,16.0
Real Farm,0.0,16.0
Fishing Sim World,0.0,16.0
Freelancer,0.0,16.0
Microsoft Flight Simulator X Acceleration Expansion Pack,0.0,16.0
Prison Architect,0.0,16.0
Ship Simulator Extremes,0.0,16.0
Fishing Sim World,0.0,16.0
Silent Hunter: Wolves of the Pacific,0.0,16.0
Microsoft Train Simulator,0.0,16.0
The Settlers History Collection,0.0,16.0
City Life: World Edition,0.0,16.0
Air Conflicts: Secret Wars,0.0,16.0
IL-2 Sturmovik: 1946,0.0,16.0
IGT Slots: Lucky Larry's Lobstermania,0.0,16.0
Farm Frenzy,0.0,16.0
Demolition Company: Gold Edition,0.0,16.0
Farming Simulator 17: Straw Harvest,0.0,16.0
The Sims 4: Spa Day,0.0,16.0
JASF: Jane's Advanced Strike Fighters,0.0,16.0
Train Simulator 2016,0.0,16.0
Darklight Conflict,0.0,16.0
UK Truck Simulator,0.0,16.0
Jane's Hotel,0.0,16.0
Sid Meier's Railroads!,0.0,16.0
Rebel Raiders: Operation Nighthawk,0.0,16.0
DarkStar One,0.0,16.0
Railway Empire,0.0,16.0
Farming 2017 - The Simulation,0.0,16.0
Pure Farming 2018,0.0,16.0
Railway Empire,0.0,16.0
Apache: Air Assault,0.0,16.0
Rugby Union Team Manager 2017,0.0,16.0
Lock On: Modern Air Combat,0.0,16.0
Take On Helicopters,0.0,16.0
Ocean Commander,0.0,16.0
Air Conflicts: Secret Wars,0.0,16.0
IL-2 Sturmovik: Forgotten Battles,0.0,16.0
Cities XL 2011,0.0,16.0
Falcon 4.0: Allied Force,0.0,16.0
Prison Architect,0.0,16.0
SimCity Societies,0.0,16.0
Cities in Motion Collection,0.0,16.0
Airport Simulator,0.0,16.0
Littlest Pet Shop,0.0,16.0
X-Plane 10 Global,0.0,16.0
Germany's Next Topmodel 2011,0.0,16.0
The Sims 2: Family Fun Stuff,0.0,16.0
Tropico 5,0.0,16.0
Combat Flight Simulator 3: Battle for Europe,0.0,16.0
Project Highrise: Architect's Edition,0.0,16.0
Fernbus Simulator,0.0,16.0
Project Highrise: Architect's Edition,0.0,16.0
Airline Tycoon,0.0,16.0
The Sims 4: Luxury Party Stuff,0.0,16.0
Le Tour de France 2017,0.0,16.0
Germany's Next Topmodel 2011,0.0,16.0
Motorsport Manager (2017),0.0,16.0
Legoland,0.0,16.0
Rise of Flight: Iron Cross Edition,0.0,16.0
Ship Simulator 2008,0.0,16.0
Farming Simulator 15 Expansion Pack,0.0,16.0
Digger Simulator,0.0,16.0
IL-2 Sturmovik,0.0,16.0
Project Highrise: Architect's Edition,0.0,16.0
Rail Simulator,0.0,16.0
Cities: Skylines Snowfall,0.0,16.0
Le Tour de France 2017,0.0,16.0
Farming 2017 - The Simulation,0.0,16.0
Dangerous Waters,0.0,16.0
Rebel Raiders: Operation Nighthawk,0.0,16.0
The Sims 2: H&M Fashion Stuff,0.0,16.0
RailWorks 2: Train Simulator,0.0,16.0
Bus Driver,0.0,16.0
Discover Europe,0.0,16.0
Build-a-lot,0.0,16.0
Euro Fishing,0.0,16.0
Monopoly Tycoon,0.0,16.0
Euro Truck Simulator 2: Scandinavia,0.0,16.0
Farming Simulator 17: Big Bud,0.0,16.0
FirePower for Microsoft Combat Flight Simulator 3,0.0,16.0
WOW! 6 Games Simulations Collection,0.0,16.0
The Sims 2: Teen Style Stuff,0.0,16.0
Pippa Funnell: Take The Reins,0.0,16.0
Restaurant Empire,0.0,16.0
Pure Farming 2018,0.0,16.0
Railway Empire,0.0,16.0
Emergency 2016,0.0,16.0
Cities XL,0.0,16.0
Railway Simulator,0.0,16.0
Ship Simulator 2008 Collector's Edition,0.0,16.0
My Traffic X,0.0,16.0
This is the Police,0.0,16.0
Pro Cycling Manager 2018,0.0,16.0
Farming 2017 - The Simulation,0.0,16.0
Ship Simulator 2006,0.0,16.0
Dogz 5,0.0,16.0
WWII: Battle Over The Pacific,0.0,16.0
Combat Wings: Battle of Britain,0.0,16.0
Supermarket Mania,0.0,16.0
Star Trek: Bridge Commander,0.0,16.0
Wildlife Park: Gold Edition,0.0,16.0
Crane Simulator 2009,0.0,16.0
Startopia,0.0,16.0
F-22 Lightning 3,0.0,16.0
Pacific Fighters,0.0,16.0
Zoo Empire,0.0,16.0
Restaurant Empire II,0.0,16.0
Farming Simulator,0.0,16.0
Eurofighter Typhoon,0.0,16.0
Rise of Flight: Aces Edition,0.0,16.0
Silent Hunter II,0.0,16.0
City Life 2008 Edition,0.0,16.0
MechWarrior 4: Mercenaries,0.0,16.0
C-130 Hercules,0.0,16.0
RailWorks: Tornado Edition,0.0,16.0
Heroes over Europe,0.0,16.0
Pippa Funnell: The Stud Farm Inheritance,0.0,16.0
Dark Horizon,0.0,16.0
The Political Machine 2008,0.0,16.0
Paramedic Simulator,0.0,16.0
Sub Command,0.0,16.0
IL-2 Sturmovik Series: Complete Edition,0.0,16.0
Trainz Simulator 12,0.0,16.0
Blazing Angels 2: Secret Missions of WWII,0.0,16.0
Trainz Railwayz,0.0,16.0
Crimson Skies,0.0,16.0
Sea Dogs,0.0,16.0
SimFarm,0.0,16.0
Beauty Factory,0.0,16.0
Wildlife Park 2,0.0,16.0
SimTower,0.0,16.0
X2: The Threat,0.0,16.0
The Sims 3: Pets,0.0,16.0
King of the road,0.0,16.0
Sid Meier's SimGolf,0.0,16.0
Comanche 4,0.0,16.0
WarBirds: Dogfights,0.0,16.0
MechWarrior 4: Vengeance,0.0,16.0
1701 A.D.: The Curse of the Dragon,0.0,16.0
1830: Railroads & Robber Barons,0.0,16.0
1869,0.0,16.0
1914: Shells of Fury,0.0,16.0
1942: The Pacific Air War,0.0,16.0
7 Sins,0.0,16.0
7 Sins,0.0,16.0
757 Jetliner,0.0,16.0
A-10 Cuba!,0.0,16.0
A-10 Cuba!,0.0,16.0
A-10 Cuba!,0.0,16.0
A-Train 8,0.0,16.0
A340 500/600,0.0,16.0
AC-130: Operation Devastation,0.0,16.0
Aces of the Deep,0.0,16.0
Aces of the Pacific,0.0,16.0
Aces Over Europe,0.0,16.0
Aerial Strike: Low Altitude - High Stakes,0.0,16.0
Agile Warrior F-111X,0.0,16.0
AH-64D Longbow,0.0,16.0
AHx-1,0.0,16.0
Air Assault Task Force,0.0,16.0
Air Battles: Sky Defender,0.0,16.0
Air Combat Pack: Air Aces Pacific / Dogfighter,0.0,16.0
Air Offensive: Art of Flying,0.0,16.0
Allegiance,0.0,16.0
"Anno 1503: Treasures, Monsters & Pirates",0.0,16.0
Anno 1701: The Sunken Dragon Expansion,0.0,16.0
Anstoss,0.0,16.0
Anstoss 2 Gold,0.0,16.0
Anstoss 2005,0.0,16.0
Anstoss 2007,0.0,16.0
Anstoss 3,0.0,16.0
Anstoss Action,0.0,16.0
Apache,0.0,16.0
Apache AH-64: Air Assault,0.0,16.0
Apache Longbow Assault,0.0,16.0
AquaZone,0.0,16.0
AquaZone,0.0,16.0
Archimedean Dynasty,0.0,16.0
Ares Rising,0.0,16.0
Armored Assault,0.0,16.0
Armored Fist,0.0,16.0
Armored Fist 3,0.0,16.0
Artemis Spaceship Bridge Simulator,0.0,16.0
Arvoch Confilct,0.0,16.0
Attack on Pearl Harbor,0.0,16.0
Audio Environment: Airliner Edition,0.0,16.0
B-1 Nuclear Bomber,0.0,16.0
B-17 Flying Fortress,0.0,16.0
B-17 Gunner: Air War Over Germany,0.0,16.0
Barbie: Pet Rescue,0.0,16.0
Barbie: Pet Rescue,0.0,16.0
Battlecruiser Millennium,0.0,16.0
Battlecruiser Millennium: Gold Edition,0.0,16.0
Battlehawks 1942,0.0,16.0
Boku wa Koukuu Kanseikan 3: Challenge 2,0.0,16.0
Boku wa Koukuu Kanseikan 3: Hong Kong Kai Tek Airport,0.0,16.0
Boku wa Koukuu Kanseikan 3: Onikawa Blue Corridor - Fukkoku Fanservice-Han,0.0,16.0
Boku wa Koukuu Kanseikan 3: Sendai Airmanship,0.0,16.0
Boku wa Koukuu Kanseikan 3: Shin Chitose Snowing Day,0.0,16.0
Boku wa Koukuu Kanseikan 3: Tokyo Dream Gateway,0.0,16.0
Bronco X,0.0,16.0
Build-a-lot,0.0,16.0
Build-a-lot,0.0,16.0
Build-A-Lot 3: Passport to Europe,0.0,16.0
Build-A-Lot 4: Power Source,0.0,16.0
Bundesliga Manager Professional,0.0,16.0
"Bus Terminal Amusements, Vol. 1: ""Guess Which Hand",0.0,16.0
Business Tycoon,0.0,16.0
Capitalism Plus,0.0,16.0
Car Builder,0.0,16.0
Catz (1995),0.0,16.0
Catz 3,0.0,16.0
Catz 4,0.0,16.0
Catz 5,0.0,16.0
Catz II,0.0,16.0
Chocolatier 2: Secret Ingredients,0.0,16.0
Circus World,0.0,16.0
Cities in Motion: Tokyo,0.0,16.0
Cities: Skylines,0.0,16.0
Cities: Skylines,0.0,16.0
City,0.0,16.0
Coaster Park Tycoon,0.0,16.0
Coconut Queen,0.0,16.0
Comanche 3,0.0,16.0
Comanche Gold,0.0,16.0
Comanche: Maximum Overkill,0.0,16.0
Combat Flight Simulator 2: WWII Pacific Theater,0.0,16.0
Combat Flight Simulator 3: Battle for Britain,0.0,16.0
Cooking Academy,0.0,16.0
Cooking Dash,0.0,16.0
Corfu X,0.0,16.0
Country Tales: Dawn of a New World,0.0,16.0
Creatures,0.0,16.0
Creatures,0.0,16.0
Creatures,0.0,16.0
Creatures: Exodus,0.0,16.0
Creatures: The Albian Years,0.0,16.0
Cultivation,0.0,16.0
Dancing Demon,0.0,16.0
Darklight Conflict,0.0,16.0
Darklight Conflict,0.0,16.0
Dawn of Discovery,0.0,16.0
DBVR,0.0,16.0
DCS: Black Shark,0.0,16.0
Diaper Dash,0.0,16.0
DinerTown Tycoon,0.0,16.0
Disney Princess: Royal Horse Show,0.0,16.0
Doggie Daycare,0.0,16.0
Dogz (1995),0.0,16.0
Dogz 3,0.0,16.0
Dogz 4,0.0,16.0
Dogz II,0.0,16.0
Dogz II & Catz II,0.0,16.0
Drifter: A Space Trading Game,0.0,16.0
Drifter: A Space Trading Game,0.0,16.0
Drifter: A Space Trading Game,0.0,16.0
Drifter: A Space Trading Game,0.0,16.0
Drifter: A Space Trading Game,0.0,16.0
Drive a Steam Train,0.0,16.0
Dunes of War,0.0,16.0
Echelon,0.0,16.0
Echo Bazaar,0.0,16.0
Elite: Dangerous,0.0,16.0
Elite: Dangerous,0.0,16.0
Emergency 5,0.0,16.0
Emergency Call 112 - The Fire Fighting Simulation,0.0,16.0
Enemy Engaged Comanche Versus Hokum,0.0,16.0
Enigma Rising Tide,0.0,16.0
Enigma: Rising Tide - Gold Edition,0.0,16.0
Escape Velocity Nova,0.0,16.0
European Air War,0.0,16.0
Evochron,0.0,16.0
Evochron Alliance,0.0,16.0
Evochron Legends,0.0,16.0
Evochron Mercenary,0.0,16.0
Evochron Renegades,0.0,16.0
Extrasolar,0.0,16.0
Extreme Assault,0.0,16.0
Extreme Roads USA,0.0,16.0
Extreme Roads USA,0.0,16.0
F-15 Strike Eagle II,0.0,16.0
F-15 Strike Eagle II,0.0,16.0
F-15 Strike Eagle III,0.0,16.0
F-16 Multirole Fighter,0.0,16.0
F-22 Air Dominance Fighter,0.0,16.0
F-22 Raptor,0.0,16.0
F/A-18 Operation Desert Storm,0.0,16.0
Falcon 3.0,0.0,16.0
Falcon 4.0,0.0,16.0
Fallen London,0.0,16.0
Farm Frenzy,0.0,16.0
Farming 2017 - The Simulation,0.0,16.0
Farming 2017 - The Simulation,0.0,16.0
Farming Simulator 2015,0.0,16.0
FarmVille (Facebook),0.0,16.0
Fast Food Tycoon,0.0,16.0
Fast Food Tycoon 2,0.0,16.0
Fetch it Again!,0.0,16.0
FIFA Manager 07,0.0,16.0
Fighting Steel: World War II Surface Combat 1939-1942,0.0,16.0
Figures of Happiness,0.0,16.0
Five Nights at Freddy's 3,0.0,16.0
Flanker 2.0,0.0,16.0
Flanker 2.5,0.0,16.0
Flight Control HD,0.0,16.0
Flight Simulator 2000,0.0,16.0
Flight Simulator 2002,0.0,16.0
Flight Unlimited II,0.0,16.0
Flight Unlimited III,0.0,16.0
Fly! II,0.0,16.0
FreeSpace 2,0.0,16.0
FrontierVille (Facebook),0.0,16.0
FS Falcon 2004,0.0,16.0
Galactic Command - Echo Squad,0.0,16.0
GamersGoMakers,0.0,16.0
Garbage Truck Simulator 2011,0.0,16.0
Gazillionaire,0.0,16.0
Geo-Political Simulator,0.0,16.0
Germany's Next Topmodel,0.0,16.0
Germany's Next Topmodel,0.0,16.0
Germany's Next Topmodel,0.0,16.0
Germany's Next Topmodel,0.0,16.0
Germany's Next Topmodel 2010,0.0,16.0
Germany's Next Topmodel 2010,0.0,16.0
Germany's Next Topmodel 2010,0.0,16.0
Germany's Next Topmodel 2010,0.0,16.0
Germany's Next Topmodel 2011,0.0,16.0
Germany's Next Topmodel 2011,0.0,16.0
goalunited,0.0,16.0
Goodgame Big Farm,0.0,16.0
Goodgame Café,0.0,16.0
Goodgame Disco,0.0,16.0
Goodgame Gangster,0.0,16.0
Great Naval Battles II: Guadalcanal,0.0,16.0
Great Naval Battles III: Fury in the Pacific,0.0,16.0
"Great Naval Battles IV: Burning Steel, 1939-1942",0.0,16.0
Great Naval Battles: North Atlantic,0.0,16.0
Ground Environment X Africa-Middle East,0.0,16.0
Gunship 2000,0.0,16.0
Gunship III,0.0,16.0
Hacker Evolution,0.0,16.0
Hacker Evolution: Untold,0.0,16.0
Hattrick!,0.0,16.0
Helicopter Assault,0.0,16.0
Hell's Kitchen: The Game,0.0,16.0
Hell's Kitchen: The Game,0.0,16.0
Hell's Kitchen: The Game,0.0,16.0
Hell's Kitchen: The Game,0.0,16.0
Hell's Kitchen: The Game,0.0,16.0
Hollywood Mogul,0.0,16.0
Home Sweet Home,0.0,16.0
Home Sweet Home,0.0,16.0
Hurricane,0.0,16.0
I Am Bread,0.0,16.0
I Am Bread,0.0,16.0
IL-2 Sturmovik: Forgotten Battles Ace Expansion Pack,0.0,16.0
IL-2 Sturmovik: Forgotten Battles Gold Pack,0.0,16.0
IL-2 Sturmovik: Operation Barbarossa,0.0,16.0
IL-2 Sturmovik: Operation: Fall Blau,0.0,16.0
IL-2 Sturmovik: Pe-2,0.0,16.0
IL-2 Sturrmovik: WWII Combat Simulator,0.0,16.0
Ilya Muromets,0.0,16.0
Imagine: Fashion Designer,0.0,16.0
Imagine: Pet Hospital,0.0,16.0
Imagine: Pet Vet in Australia,0.0,16.0
Independence War,0.0,16.0
Independence War 2: Edge of Chaos,0.0,16.0
Independence War: Deluxe Edition,0.0,16.0
Industry Empire,0.0,16.0
IndyCar Racing,0.0,16.0
Infiltrator,0.0,16.0
Infiltrator,0.0,16.0
Insaniquarium Deluxe,0.0,16.0
Inside Trader: The Authentic Stock Trading Game,0.0,16.0
Jane's AH-64D Longbow,0.0,16.0
Jane's ATF: Advanced Tactical Fighters,0.0,16.0
Jane's Attack Squadron,0.0,16.0
Jane's F-15,0.0,16.0
Jane's Fighters Anthology,0.0,16.0
Jane's Fleet Command,0.0,16.0
Jane's Hotel,0.0,16.0
Jane's Hotel,0.0,16.0
Jane's Hotel: Family Hero,0.0,16.0
Jane's IAF: Israeli Air Force,0.0,16.0
Jane's USAF: United States Air Force,0.0,16.0
Jane's USNF'97: U.S. Navy Fighters,0.0,16.0
